order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10581,FAMIA,3,1997-06-26,1997-07-24,1997-07-02,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,75,7.75,50,0.2,2025-02-04 06:32:56.91685,2025-02-04 06:32:57.446788,2025-02-04 06:32:57.090344,,1738650777447,,1738650776894
10582,BLAUS,3,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,"",68306,Germany,76,18.0,14,0.0,2025-02-04 06:32:56.917111,2025-02-04 06:32:57.447432,2025-02-04 06:32:57.090344,,1738650777447,,1738650776894
10583,WARTH,2,1997-06-30,1997-07-28,1997-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,"",90110,Finland,69,36.0,10,0.15,2025-02-04 06:32:56.917543,2025-02-04 06:32:57.448417,2025-02-04 06:32:57.090344,,1738650777448,,1738650776894
10584,BLONP,4,1997-06-30,1997-07-28,1997-07-04,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,"",67000,France,31,12.5,50,0.05,2025-02-04 06:32:56.917673,2025-02-04 06:32:57.448793,2025-02-04 06:32:57.090344,,1738650777449,,1738650776894
10585,WELLI,7,1997-07-01,1997-07-29,1997-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,47,9.5,15,0.0,2025-02-04 06:32:56.917804,2025-02-04 06:32:57.449149,2025-02-04 06:32:57.090344,,1738650777449,,1738650776894
10586,REGGC,9,1997-07-02,1997-07-30,1997-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"",42100,Italy,52,7.0,4,0.15,2025-02-04 06:32:56.917934,2025-02-04 06:32:57.449475,2025-02-04 06:32:57.090344,,1738650777449,,1738650776894
10587,QUEDE,1,1997-07-02,1997-07-30,1997-07-09,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,77,13.0,20,0.0,2025-02-04 06:32:56.918338,2025-02-04 06:32:57.450514,2025-02-04 06:32:57.090344,,1738650777451,,1738650776894
10588,QUICK,2,1997-07-03,1997-07-31,1997-07-10,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,42,14.0,100,0.2,2025-02-04 06:32:56.918599,2025-02-04 06:32:57.451175,2025-02-04 06:32:57.090344,,1738650777451,,1738650776894
10589,GREAL,8,1997-07-04,1997-08-01,1997-07-14,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,35,18.0,4,0.0,2025-02-04 06:32:56.91873,2025-02-04 06:32:57.451683,2025-02-04 06:32:57.090344,,1738650777452,,1738650776894
10590,MEREP,4,1997-07-07,1997-08-04,1997-07-14,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,77,13.0,60,0.05,2025-02-04 06:32:56.919078,2025-02-04 06:32:57.452348,2025-02-04 06:32:57.090344,,1738650777452,,1738650776894
10591,VAFFE,1,1997-07-07,1997-07-21,1997-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,"",8200,Denmark,54,7.45,50,0.0,2025-02-04 06:32:56.919647,2025-02-04 06:32:57.453359,2025-02-04 06:32:57.090344,,1738650777453,,1738650776894
10592,LEHMS,3,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,26,31.23,5,0.05,2025-02-04 06:32:56.919916,2025-02-04 06:32:57.454006,2025-02-04 06:32:57.090344,,1738650777454,,1738650776894
10593,LEHMS,7,1997-07-09,1997-08-06,1997-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,76,18.0,4,0.2,2025-02-04 06:32:56.920311,2025-02-04 06:32:57.455055,2025-02-04 06:32:57.090344,,1738650777455,,1738650776894
10594,OLDWO,3,1997-07-09,1997-08-06,1997-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,58,13.25,30,0.0,2025-02-04 06:32:56.920571,2025-02-04 06:32:57.455774,2025-02-04 06:32:57.090344,,1738650777456,,1738650776894
10595,ERNSH,2,1997-07-10,1997-08-07,1997-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,69,36.0,65,0.25,2025-02-04 06:32:56.921019,2025-02-04 06:32:57.456805,2025-02-04 06:32:57.090344,,1738650777457,,1738650776894
10596,WHITC,8,1997-07-11,1997-08-08,1997-08-12,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,75,7.75,30,0.2,2025-02-04 06:32:56.921411,2025-02-04 06:32:57.457892,2025-02-04 06:32:57.090344,,1738650777458,,1738650776894
10597,PICCO,7,1997-07-11,1997-08-08,1997-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,65,21.05,12,0.2,2025-02-04 06:32:56.921805,2025-02-04 06:32:57.458893,2025-02-04 06:32:57.090344,,1738650777459,,1738650776894
10598,RATTC,1,1997-07-14,1997-08-11,1997-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,71,21.5,9,0.0,2025-02-04 06:32:56.922093,2025-02-04 06:32:57.45961,2025-02-04 06:32:57.090344,,1738650777460,,1738650776894
10599,BSBEV,6,1997-07-15,1997-08-26,1997-07-21,3,29.98,B's Beverages,Fauntleroy Circus,London,"",EC2 5NT,UK,62,49.3,10,0.0,2025-02-04 06:32:56.922224,2025-02-04 06:32:57.459923,2025-02-04 06:32:57.090344,,1738650777460,,1738650776894
10600,HUNGC,4,1997-07-16,1997-08-13,1997-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,73,15.0,30,0.0,2025-02-04 06:32:56.922486,2025-02-04 06:32:57.460646,2025-02-04 06:32:57.090344,,1738650777461,,1738650776894
10601,HILAA,7,1997-07-16,1997-08-27,1997-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,59,55.0,35,0.0,2025-02-04 06:32:56.922749,2025-02-04 06:32:57.461267,2025-02-04 06:32:57.090344,,1738650777461,,1738650776894
10602,VAFFE,8,1997-07-17,1997-08-14,1997-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,"",8200,Denmark,77,13.0,5,0.25,2025-02-04 06:32:56.922921,2025-02-04 06:32:57.461604,2025-02-04 06:32:57.090344,,1738650777462,,1738650776894
10603,SAVEA,8,1997-07-18,1997-08-15,1997-08-08,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,49,20.0,25,0.05,2025-02-04 06:32:56.923185,2025-02-04 06:32:57.462258,2025-02-04 06:32:57.090344,,1738650777462,,1738650776894
10604,FURIB,1,1997-07-18,1997-08-15,1997-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,"",1675,Portugal,76,18.0,10,0.1,2025-02-04 06:32:56.923448,2025-02-04 06:32:57.462983,2025-02-04 06:32:57.090344,,1738650777463,,1738650776894
10605,MEREP,1,1997-07-21,1997-08-18,1997-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,71,21.5,15,0.05,2025-02-04 06:32:56.923988,2025-02-04 06:32:57.464376,2025-02-04 06:32:57.090344,,1738650777464,,1738650776894
10606,TRADH,4,1997-07-22,1997-08-19,1997-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,62,49.3,10,0.2,2025-02-04 06:32:56.924379,2025-02-04 06:32:57.46543,2025-02-04 06:32:57.090344,,1738650777465,,1738650776894
10607,SAVEA,5,1997-07-22,1997-08-19,1997-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,72,34.8,12,0.0,2025-02-04 06:32:56.925076,2025-02-04 06:32:57.467185,2025-02-04 06:32:57.090344,,1738650777467,,1738650776894
10608,TOMSP,4,1997-07-23,1997-08-20,1997-08-01,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,"",44087,Germany,56,38.0,28,0.0,2025-02-04 06:32:56.925205,2025-02-04 06:32:57.467635,2025-02-04 06:32:57.090344,,1738650777468,,1738650776894
10609,DUMON,7,1997-07-24,1997-08-21,1997-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,"",44000,France,21,10.0,6,0.0,2025-02-04 06:32:56.925652,2025-02-04 06:32:57.468699,2025-02-04 06:32:57.090344,,1738650777469,,1738650776894
10610,LAMAI,8,1997-07-25,1997-08-22,1997-08-06,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,"",31000,France,36,19.0,21,0.25,2025-02-04 06:32:56.925863,2025-02-04 06:32:57.469041,2025-02-04 06:32:57.090344,,1738650777469,,1738650776894
10611,WOLZA,6,1997-07-25,1997-08-22,1997-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,"",01-012,Poland,60,34.0,15,0.0,2025-02-04 06:32:56.92642,2025-02-04 06:32:57.470192,2025-02-04 06:32:57.090344,,1738650777470,,1738650776894
10612,SAVEA,1,1997-07-28,1997-08-25,1997-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,76,18.0,80,0.0,2025-02-04 06:32:56.927636,2025-02-04 06:32:57.47186,2025-02-04 06:32:57.090344,,1738650777472,,1738650776894
10613,HILAA,4,1997-07-29,1997-08-26,1997-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,75,7.75,40,0.0,2025-02-04 06:32:56.928027,2025-02-04 06:32:57.472539,2025-02-04 06:32:57.090344,,1738650777473,,1738650776894
10614,BLAUS,8,1997-07-29,1997-08-26,1997-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,"",68306,Germany,39,18.0,5,0.0,2025-02-04 06:32:56.928631,2025-02-04 06:32:57.473597,2025-02-04 06:32:57.090344,,1738650777474,,1738650776894
10615,WILMK,2,1997-07-30,1997-08-27,1997-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,"",21240,Finland,55,24.0,5,0.0,2025-02-04 06:32:56.928795,2025-02-04 06:32:57.473927,2025-02-04 06:32:57.090344,,1738650777474,,1738650776894
10616,GREAL,1,1997-07-31,1997-08-28,1997-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,71,21.5,15,0.05,2025-02-04 06:32:56.92964,2025-02-04 06:32:57.475321,2025-02-04 06:32:57.090344,,1738650777475,,1738650776894
10617,GREAL,4,1997-07-31,1997-08-28,1997-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,59,55.0,30,0.15,2025-02-04 06:32:56.929817,2025-02-04 06:32:57.475642,2025-02-04 06:32:57.090344,,1738650777476,,1738650776894
10618,MEREP,1,1997-08-01,1997-09-12,1997-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,68,12.5,15,0.0,2025-02-04 06:32:56.930308,2025-02-04 06:32:57.476686,2025-02-04 06:32:57.090344,,1738650777477,,1738650776894
10619,MEREP,3,1997-08-04,1997-09-01,1997-08-07,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,22,21.0,40,0.0,2025-02-04 06:32:56.930631,2025-02-04 06:32:57.477355,2025-02-04 06:32:57.090344,,1738650777477,,1738650776894
10620,LAUGB,2,1997-08-05,1997-09-02,1997-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,52,7.0,5,0.0,2025-02-04 06:32:56.930912,2025-02-04 06:32:57.47802,2025-02-04 06:32:57.090344,,1738650777478,,1738650776894
10621,ISLAT,4,1997-08-05,1997-09-02,1997-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,71,21.5,15,0.0,2025-02-04 06:32:56.931506,2025-02-04 06:32:57.47942,2025-02-04 06:32:57.090344,,1738650777479,,1738650776894
10622,RICAR,4,1997-08-06,1997-09-03,1997-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,68,12.5,18,0.2,2025-02-04 06:32:56.931862,2025-02-04 06:32:57.480158,2025-02-04 06:32:57.090344,,1738650777480,,1738650776894
10623,FRANK,8,1997-08-07,1997-09-04,1997-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,"",80805,Germany,35,18.0,30,0.1,2025-02-04 06:32:56.932979,2025-02-04 06:32:57.481901,2025-02-04 06:32:57.090344,,1738650777482,,1738650776894
10624,THECR,4,1997-08-07,1997-09-04,1997-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,44,19.45,10,0.0,2025-02-04 06:32:56.933796,2025-02-04 06:32:57.482898,2025-02-04 06:32:57.090344,,1738650777483,,1738650776894
10625,ANATR,3,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,"",05021,Mexico,60,34.0,10,0.0,2025-02-04 06:32:56.934414,2025-02-04 06:32:57.483952,2025-02-04 06:32:57.090344,,1738650777484,,1738650776894
10626,BERGS,1,1997-08-11,1997-09-08,1997-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,71,21.5,20,0.0,2025-02-04 06:32:56.935211,2025-02-04 06:32:57.484993,2025-02-04 06:32:57.090344,,1738650777485,,1738650776894
10627,SAVEA,8,1997-08-11,1997-09-22,1997-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,73,15.0,35,0.15,2025-02-04 06:32:56.935708,2025-02-04 06:32:57.485661,2025-02-04 06:32:57.090344,,1738650777486,,1738650776894
10628,BLONP,4,1997-08-12,1997-09-09,1997-08-20,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,"",67000,France,1,18.0,25,0.0,2025-02-04 06:32:56.935932,2025-02-04 06:32:57.485974,2025-02-04 06:32:57.090344,,1738650777486,,1738650776894
10629,GODOS,4,1997-08-12,1997-09-09,1997-08-20,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,"",41101,Spain,64,33.25,9,0.0,2025-02-04 06:32:56.936478,2025-02-04 06:32:57.486647,2025-02-04 06:32:57.090344,,1738650777487,,1738650776894
10630,KOENE,1,1997-08-13,1997-09-10,1997-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,76,18.0,35,0.0,2025-02-04 06:32:56.936995,2025-02-04 06:32:57.48732,2025-02-04 06:32:57.090344,,1738650777487,,1738650776894
10631,LAMAI,8,1997-08-14,1997-09-11,1997-08-15,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,"",31000,France,75,7.75,8,0.1,2025-02-04 06:32:56.937268,2025-02-04 06:32:57.487643,2025-02-04 06:32:57.090344,,1738650777488,,1738650776894
10632,WANDK,8,1997-08-14,1997-09-11,1997-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"",70563,Germany,33,2.5,20,0.05,2025-02-04 06:32:56.937784,2025-02-04 06:32:57.488326,2025-02-04 06:32:57.090344,,1738650777488,,1738650776894
10633,ERNSH,7,1997-08-15,1997-09-12,1997-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,62,49.3,80,0.15,2025-02-04 06:32:56.938794,2025-02-04 06:32:57.489789,2025-02-04 06:32:57.090344,,1738650777490,,1738650776894
10634,FOLIG,4,1997-08-15,1997-09-12,1997-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,"",59000,France,75,7.75,2,0.0,2025-02-04 06:32:56.939773,2025-02-04 06:32:57.491121,2025-02-04 06:32:57.090344,,1738650777491,,1738650776894
10635,MAGAA,8,1997-08-18,1997-09-15,1997-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,"",24100,Italy,22,21.0,40,0.0,2025-02-04 06:32:56.940276,2025-02-04 06:32:57.492264,2025-02-04 06:32:57.090344,,1738650777492,,1738650776894
10636,WARTH,4,1997-08-19,1997-09-16,1997-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,"",90110,Finland,58,13.25,6,0.0,2025-02-04 06:32:56.94056,2025-02-04 06:32:57.493022,2025-02-04 06:32:57.090344,,1738650777493,,1738650776894
10637,QUEEN,6,1997-08-19,1997-09-16,1997-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,56,38.0,60,0.05,2025-02-04 06:32:56.94105,2025-02-04 06:32:57.494012,2025-02-04 06:32:57.090344,,1738650777494,,1738650776894
10638,LINOD,3,1997-08-20,1997-09-17,1997-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,72,34.8,60,0.0,2025-02-04 06:32:56.941558,2025-02-04 06:32:57.495036,2025-02-04 06:32:57.090344,,1738650777495,,1738650776894
10639,SANTG,7,1997-08-20,1997-09-17,1997-08-27,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,"",4110,Norway,18,62.5,8,0.0,2025-02-04 06:32:56.941693,2025-02-04 06:32:57.495413,2025-02-04 06:32:57.090344,,1738650777495,,1738650776894
10640,WANDK,4,1997-08-21,1997-09-18,1997-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"",70563,Germany,70,15.0,15,0.25,2025-02-04 06:32:56.942527,2025-02-04 06:32:57.496083,2025-02-04 06:32:57.090344,,1738650777496,,1738650776894
10641,HILAA,4,1997-08-22,1997-09-19,1997-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,40,18.4,60,0.0,2025-02-04 06:32:56.942985,2025-02-04 06:32:57.496789,2025-02-04 06:32:57.090344,,1738650777497,,1738650776894
10642,SIMOB,7,1997-08-22,1997-09-19,1997-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,"",1734,Denmark,61,28.5,20,0.2,2025-02-04 06:32:56.943455,2025-02-04 06:32:57.497473,2025-02-04 06:32:57.090344,,1738650777497,,1738650776894
10643,ALFKI,6,1997-08-25,1997-09-22,1997-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,"",12209,Germany,46,12.0,2,0.25,2025-02-04 06:32:56.944137,2025-02-04 06:32:57.498471,2025-02-04 06:32:57.090344,,1738650777498,,1738650776894
10644,WELLI,3,1997-08-25,1997-09-22,1997-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,46,12.0,21,0.1,2025-02-04 06:32:56.944677,2025-02-04 06:32:57.499478,2025-02-04 06:32:57.090344,,1738650777499,,1738650776894
10645,HANAR,4,1997-08-26,1997-09-23,1997-09-02,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,36,19.0,15,0.0,2025-02-04 06:32:56.945011,2025-02-04 06:32:57.500173,2025-02-04 06:32:57.090344,,1738650777500,,1738650776894
10646,HUNGO,9,1997-08-27,1997-10-08,1997-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,77,13.0,35,0.25,2025-02-04 06:32:56.945569,2025-02-04 06:32:57.501585,2025-02-04 06:32:57.090344,,1738650777502,,1738650776894
10647,QUEDE,4,1997-08-27,1997-09-10,1997-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,39,18.0,20,0.0,2025-02-04 06:32:56.945862,2025-02-04 06:32:57.502251,2025-02-04 06:32:57.090344,,1738650777502,,1738650776894
10648,RICAR,5,1997-08-28,1997-10-09,1997-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,24,4.5,15,0.15,2025-02-04 06:32:56.946145,2025-02-04 06:32:57.502898,2025-02-04 06:32:57.090344,,1738650777503,,1738650776894
10649,MAISD,5,1997-08-28,1997-09-25,1997-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,"",B-1180,Belgium,72,34.8,15,0.0,2025-02-04 06:32:56.946414,2025-02-04 06:32:57.503571,2025-02-04 06:32:57.090344,,1738650777504,,1738650776894
10650,FAMIA,5,1997-08-29,1997-09-26,1997-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,54,7.45,30,0.0,2025-02-04 06:32:56.946854,2025-02-04 06:32:57.504557,2025-02-04 06:32:57.090344,,1738650777505,,1738650776894
10651,WANDK,8,1997-09-01,1997-09-29,1997-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"",70563,Germany,22,21.0,20,0.25,2025-02-04 06:32:56.947123,2025-02-04 06:32:57.505268,2025-02-04 06:32:57.090344,,1738650777505,,1738650776894
10652,GOURL,4,1997-09-01,1997-09-29,1997-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,42,14.0,20,0.0,2025-02-04 06:32:56.947392,2025-02-04 06:32:57.506042,2025-02-04 06:32:57.090344,,1738650777506,,1738650776894
10653,FRANK,1,1997-09-02,1997-09-30,1997-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,"",80805,Germany,60,34.0,20,0.1,2025-02-04 06:32:56.947682,2025-02-04 06:32:57.506702,2025-02-04 06:32:57.090344,,1738650777507,,1738650776894
10654,BERGS,5,1997-09-02,1997-09-30,1997-09-11,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,54,7.45,6,0.1,2025-02-04 06:32:56.948087,2025-02-04 06:32:57.507734,2025-02-04 06:32:57.090344,,1738650777508,,1738650776894
10655,REGGC,1,1997-09-03,1997-10-01,1997-09-11,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"",42100,Italy,41,9.65,20,0.2,2025-02-04 06:32:56.948222,2025-02-04 06:32:57.508051,2025-02-04 06:32:57.090344,,1738650777508,,1738650776894
10656,GREAL,6,1997-09-04,1997-10-02,1997-09-10,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,47,9.5,6,0.1,2025-02-04 06:32:56.94864,2025-02-04 06:32:57.50906,2025-02-04 06:32:57.090344,,1738650777509,,1738650776894
10657,SAVEA,2,1997-09-04,1997-10-02,1997-09-15,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,60,34.0,30,0.0,2025-02-04 06:32:56.949502,2025-02-04 06:32:57.51108,2025-02-04 06:32:57.090344,,1738650777511,,1738650776894
10658,QUICK,4,1997-09-05,1997-10-03,1997-09-08,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,"",01307,Germany,77,13.0,70,0.05,2025-02-04 06:32:56.950218,2025-02-04 06:32:57.51246,2025-02-04 06:32:57.090344,,1738650777512,,1738650776894
10659,QUEEN,7,1997-09-05,1997-10-03,1997-09-10,2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,70,15.0,40,0.05,2025-02-04 06:32:56.950729,2025-02-04 06:32:57.51345,2025-02-04 06:32:57.090344,,1738650777513,,1738650776894
10660,HUNGC,8,1997-09-08,1997-10-06,1997-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,20,81.0,21,0.0,2025-02-04 06:32:56.950918,2025-02-04 06:32:57.513775,2025-02-04 06:32:57.090344,,1738650777514,,1738650776894
10661,HUNGO,7,1997-09-09,1997-10-07,1997-09-15,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,58,13.25,49,0.2,2025-02-04 06:32:56.951356,2025-02-04 06:32:57.514478,2025-02-04 06:32:57.090344,,1738650777514,,1738650776894
10662,LONEP,3,1997-09-09,1997-10-07,1997-09-18,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,68,12.5,10,0.0,2025-02-04 06:32:56.951501,2025-02-04 06:32:57.514792,2025-02-04 06:32:57.090344,,1738650777515,,1738650776894
10663,BONAP,2,1997-09-10,1997-09-24,1997-10-03,2,113.15,Bon app',"12, rue des Bouchers",Marseille,"",13008,France,51,53.0,20,0.05,2025-02-04 06:32:56.951913,2025-02-04 06:32:57.515784,2025-02-04 06:32:57.090344,,1738650777516,,1738650776894
10664,FURIB,1,1997-09-10,1997-10-08,1997-09-19,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,"",1675,Portugal,65,21.05,15,0.15,2025-02-04 06:32:56.952341,2025-02-04 06:32:57.51683,2025-02-04 06:32:57.090344,,1738650777517,,1738650776894
10665,LONEP,1,1997-09-11,1997-10-09,1997-09-17,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,76,18.0,10,0.0,2025-02-04 06:32:56.952742,2025-02-04 06:32:57.517928,2025-02-04 06:32:57.090344,,1738650777518,,1738650776894
10666,RICSU,7,1997-09-12,1997-10-10,1997-09-22,2,232.42,Richter Supermarkt,Starenweg 5,Genève,"",1204,Switzerland,65,21.05,10,0.0,2025-02-04 06:32:56.95301,2025-02-04 06:32:57.518656,2025-02-04 06:32:57.090344,,1738650777519,,1738650776894
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,71,21.5,14,0.2,2025-02-04 06:32:56.953323,2025-02-04 06:32:57.519339,2025-02-04 06:32:57.090344,,1738650777519,,1738650776894
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,"",70563,Germany,64,33.25,15,0.1,2025-02-04 06:32:56.953735,2025-02-04 06:32:57.520383,2025-02-04 06:32:57.090344,,1738650777520,,1738650776894
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,"",1734,Denmark,36,19.0,30,0.0,2025-02-04 06:32:56.953868,2025-02-04 06:32:57.52072,2025-02-04 06:32:57.090344,,1738650777521,,1738650776894
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1,203.48,Frankenversand,Berliner Platz 43,München,"",80805,Germany,75,7.75,25,0.0,2025-02-04 06:32:56.954537,2025-02-04 06:32:57.522406,2025-02-04 06:32:57.090344,,1738650777522,,1738650776894
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1,30.34,France restauration,"54, rue Royale",Nantes,"",44000,France,65,21.05,12,0.0,2025-02-04 06:32:56.954936,2025-02-04 06:32:57.523452,2025-02-04 06:32:57.090344,,1738650777523,,1738650776894
10672,BERGS,9,1997-09-17,1997-10-01,1997-09-26,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,71,21.5,12,0.0,2025-02-04 06:32:56.955207,2025-02-04 06:32:57.524276,2025-02-04 06:32:57.090344,,1738650777524,,1738650776894
